director_name,director_avg_score,director_movie_count
michael hoffman jr.,5.973513583608896,1.0
patrick gilles,6.640180250275563,1.0
georgia hilton,5.75684691694223,1.0
jack heller,6.4901802502755634,1.0
fernando baez mella,6.540180250275562,1.0
warren sheppard,6.05684691694223,1.0
justin paul miller,6.773513583608896,1.0
joel paul reisig,6.377297357379054,2.0
catherine gund,6.523513583608896,1.0
luke dye,6.25684691694223,1.0
alec asten,6.106846916942229,1.0
hans canosa,6.5735135836088965,1.0
lloyd kaufman,6.423513583608897,1.0
matthew watts,6.523513583608896,1.0
lloyd bacon,6.673513583608897,1.0
joe kenemore,6.75684691694223,1.0
kay pollak,6.6568469169422295,1.0
eric england,6.0735135836088965,1.0
sue corcoran,6.173513583608897,1.0
jonathan caouette,6.590180250275563,1.0
ray griggs,6.2401802502755634,1.0
matt jackson,6.290180250275562,1.0
lucio fulci,6.540180250275562,1.0
paul fox,6.4068469169422295,1.0
ari kirschenbaum,6.356846916942229,1.0
cassandra nicolaou,6.390180250275563,1.0
ingmar bergman,6.75684691694223,1.0
d.w. griffith,6.723513583608896,1.0
roger nygard,6.55684691694223,1.0
harry beaumont,6.440180250275563,1.0
franck khalfoun,6.4068469169422295,1.0
mor loushy,6.590180250275563,1.0
henry alex rubin,6.690180250275563,1.0
sam firstenberg,6.173513583608897,1.0
doug block,6.640180250275563,1.0
chad kapper,5.956846916942229,1.0
paul fierlinger,6.540180250275562,1.0
yorgos lanthimos,6.734440214521911,2.0
lauren lazin,6.723513583608896,1.0
gregory widen,6.4901802502755634,1.0
niall johnson,6.3235135836088965,1.0
eric mendelsohn,6.25684691694223,1.0
jean-luc godard,6.777297357379054,2.0
florence ayisi,6.640180250275563,1.0
michael roemer,6.7401802502755634,1.0
eddie o'flaherty,6.4901802502755634,1.0
babar ahmed,5.923513583608897,1.0
john d. hancock,6.4901802502755634,1.0
paul bartel,6.423513583608897,1.0
bruce dellis,6.190180250275563,1.0
pece dingo,6.140180250275563,1.0
jerome elston scott,6.590180250275563,1.0
étienne faure,6.106846916942229,1.0
herb freed,6.140180250275563,1.0
jack perez,6.456846916942229,1.0
craig zobel,6.456846916942229,1.0
ken del conte,6.106846916942229,1.0
maria maggenti,6.473513583608896,1.0
piyush dinker pandya,6.50684691694223,1.0
daniel columbie,6.106846916942229,1.0
emma-kate croghan,6.456846916942229,1.0
bill plympton,6.55684691694223,1.0
drake doremus,6.50684691694223,1.0
al franklin,6.106846916942229,1.0
michael kang,6.523513583608896,1.0
lori silverbush,6.540180250275562,1.0
stuart hazeldine,6.540180250275562,1.0
hilary brougher,6.440180250275563,1.0
rachel goldenberg,5.80684691694223,1.0
corbin bernsen,6.340180250275563,1.0
jamin winans,6.55684691694223,1.0
tom seidman,6.423513583608897,1.0
jason naumann,6.540180250275562,1.0
matt cimber,6.140180250275563,1.0
sam martin,6.690180250275563,1.0
andrew hyatt,6.123513583608896,1.0
kristin rizzo,6.723513583608896,1.0
ward roberts,6.473513583608896,1.0
zoran lisinac,6.5735135836088965,1.0
james o'brien,6.05684691694223,1.0
tom putnam,6.640180250275563,1.0
jon shear,6.55684691694223,1.0
al silliman jr.,6.05684691694223,1.0
eugène lourié,6.50684691694223,1.0
lowell sherman,6.473513583608896,1.0
maurizio benazzo,6.590180250275563,1.0
david g. evans,6.456846916942229,1.0
sherman alexie,6.540180250275562,1.0
justin dillon,6.640180250275563,1.0
stevan mena,6.2401802502755634,1.0
livingston oden,6.523513583608896,1.0
chris marker,6.623513583608896,1.0
carl theodor dreyer,6.7401802502755634,1.0
marianna palka,6.473513583608896,1.0
ricki stern,6.673513583608897,1.0
nadia tass,6.590180250275563,1.0
james kerwin,6.290180250275562,1.0
c. fraser press,6.50684691694223,1.0
rania attieh,6.440180250275563,1.0
sharon greytak,6.7401802502755634,1.0
majid majidi,6.80684691694223,1.0
andrew haigh,6.673513583608897,1.0
cary bell,6.840180250275563,1.0
nicolae constantin tanase,6.473513583608896,1.0
melvin van peebles,6.30684691694223,1.0
ken roht,6.55684691694223,1.0
robinson devor,6.606846916942229,1.0
michel orion scott,6.623513583608896,1.0
pat holden,6.290180250275562,1.0
eric bugbee,6.5735135836088965,1.0
bill melendez,6.790180250275562,1.0
dena seidel,6.55684691694223,1.0
deborah anderson,6.273513583608896,1.0
sara newens,6.5735135836088965,1.0
sai varadan,6.590180250275563,1.0
amal al-agroobi,6.75684691694223,1.0
andrew berends,6.4901802502755634,1.0
lynn shelton,6.50684691694223,1.0
valentine,6.2401802502755634,1.0
david hewlett,6.55684691694223,1.0
nate parker,6.290180250275562,1.0
nathan smith jones,6.340180250275563,1.0
travis cluff,6.090180250275563,1.0
harry f. millarde,6.190180250275563,1.0
robert townsend,6.55684691694223,1.0
jamaa fanaka,6.356846916942229,1.0
larry blamire,6.55684691694223,1.0
stephen langford,5.923513583608897,1.0
e.l. katz,6.523513583608896,1.0
lisanne pajot,6.673513583608897,1.0
dan reed,6.3235135836088965,1.0
john reinhardt,6.5735135836088965,1.0
patrick ryan sims,5.9901802502755634,1.0
laslo benedek,6.523513583608896,1.0
jason miller,6.6568469169422295,1.0
sut jhally,6.773513583608896,1.0
julie davis,6.290180250275562,1.0
myles berkowitz,6.273513583608896,1.0
brett piper,6.140180250275563,1.0
brandon trost,6.3235135836088965,1.0
joseph green,6.0735135836088965,1.0
wade gasque,6.523513583608896,1.0
daniel schechter,6.440180250275563,1.0
matt johnson,6.50684691694223,1.0
bruno barreto,6.456846916942229,1.0
lena dunham,6.440180250275563,1.0
terron r. parsons,5.956846916942229,1.0
daniel mellitz,6.173513583608897,1.0
jem cohen,6.390180250275563,1.0
andrew leman,6.606846916942229,1.0
dave carroll,6.706846916942229,1.0
william eubank,6.4068469169422295,1.0
patrick meaney,6.623513583608896,1.0
chad hartigan,6.4901802502755634,1.0
malcolm goodwin,6.30684691694223,1.0
kevin jordan,6.6568469169422295,1.0
kirk loudon,6.223513583608896,1.0
travis legge,5.548725928807626,2.0
collin joseph neal,6.00684691694223,1.0
bradley rust gray,6.440180250275563,1.0
mike bruce,6.0735135836088965,1.0
andrew bujalski,6.520154500236196,2.0
damir catic,6.290180250275562,1.0
james bidgood,6.50684691694223,1.0
eric eason,6.55684691694223,1.0
joseph mazzella,6.190180250275563,1.0
marcus nispel,6.1568469169422295,1.0
brandon landers,5.890180250275563,1.0
jim chuchu,6.623513583608896,1.0
daryl wein,6.423513583608897,1.0
jason trost,6.05684691694223,1.0
jafar panahi,6.640180250275563,1.0
ivan kavanagh,6.50684691694223,1.0
kiyoshi kurosawa,6.623513583608896,1.0
tadeo garcia,6.4068469169422295,1.0
thomas l. phillips,6.290180250275562,1.0
ash baron-cohen,6.456846916942229,1.0
shane carruth,6.55684691694223,1.0
neill dela llana,6.440180250275563,1.0
anthony vallone,6.690180250275563,1.0
scott smith,6.673513583608897,1.0
benjamin roberds,6.440180250275563,1.0
daniel hsia,6.440180250275563,1.0
greta gerwig,6.677297357379054,2.0
jordan peele,6.690180250275563,1.0
taika waititi,6.792635187706672,3.0
jon watts,6.917635187706672,3.0
andy muschietti,6.620154500236197,2.0
james franco,6.623513583608896,1.0
chris mckay,6.606846916942229,1.0
jordan vogt-roberts,6.4901802502755634,1.0
david leitch,6.726786833517043,4.0
john krasinski,6.720154500236197,2.0
steven caple jr.,6.5735135836088965,1.0
bo burnham,6.623513583608896,1.0
corin hardy,6.273513583608896,1.0
travis knight,6.50684691694223,1.0
bradley cooper,6.6568469169422295,1.0
john m. chu,6.540180250275562,1.0
adam robitel,6.456846916942229,1.0
josh cooley,6.673513583608897,1.0
jing wu,6.390180250275563,1.0
destin daniel cretton,6.623513583608896,1.0
chloé zhao,6.70456461129482,4.0
daniel kwan,6.723513583608896,1.0
adam wingard,6.523513583608896,1.0
chad stahelski,6.867635187706672,3.0
chris renaud,6.456846916942229,1.0
jeff fowler,6.473513583608896,1.0
olivia wilde,6.5344402145219105,2.0
emerald fennell,6.640180250275563,1.0
lee isaac chung,6.640180250275563,1.0
florian zeller,6.773513583608896,1.0
shaka king,6.623513583608896,1.0
aaron sorkin,6.623513583608896,1.0
sean baker,6.6568469169422295,1.0
michael showalter,6.634440214521911,2.0
michael gracey,6.640180250275563,1.0
michael rianda,6.6568469169422295,1.0
enrico casarosa,6.623513583608896,1.0
michael b. jordan,6.5735135836088965,1.0
edward berger,6.690180250275563,1.0
sam hargrave,6.50684691694223,1.0
bong joon-ho,7.0156757224059305,4.0
park chan-wook,6.99464377287758,6.0
brian fee,6.50684691694223,1.0
domee shi,6.55684691694223,1.0
angus maclane,6.4068469169422295,1.0
cate shortland,6.4901802502755634,1.0
nia dacosta,6.30684691694223,1.0
julius onah,6.3235135836088965,1.0
